"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","notes","source_studies"
"tandem-nonstop-txp","Tandem NonStop TXP","platform","Tandem Computers","1983-1990","production","obsolete","5 tps/CPU ET-1; 2 MIPS; key competitive target for Stratus","stratus-et1-tp1-tandem-dossier-1986-26871a"
"tandem-nonstop-ii","Tandem NonStop II","platform","Tandem Computers","1981-1988","production","obsolete","1.75 tps/CPU ET-1; 0.8 MIPS","ee-times-stratus-tandem-fault-tolerant-1-42f6c7; stratus-et1-tp1-tandem-dossier-1986-26871a"
"tandem-nonstop-ext","Tandem NonStop EXT","platform","Tandem Computers","1984-1989","production","obsolete","","stratus-et1-tp1-tandem-dossier-1986-26871a"
"stratus-ft200-250","Stratus FT200/FT250","platform","Stratus Computer","1984-1988","production","obsolete","1.7 TP-1 tps; 0.7 MIPS","stratus-et1-tp1-tandem-dossier-1986-26871a"
"debitcredit-et1-tp1","DebitCredit / ET-1 / TP-1 benchmark","framework","industry-consortium","1985-1989","emerging","obsolete","Shared benchmark definition — same test, different vendor naming","stratus-et1-tp1-tandem-dossier-1986-26871a; tandem-tr-85-2-debitcredit-1985-ca207a"
"vos","Stratus VOS (Virtual Operating System)","platform","Stratus Computer","1980-present","production","legacy-supported","Stratus proprietary fault-tolerant OS","stratus-fault-tolerant-revolution-ad-198-797e0e"
"stratus-processing-module","Stratus Processing Module (CPU+memory+controllers+IO)","platform","Stratus Computer","1981-1990","launch","obsolete","Building block; 1-32 PMs per local system; hot-addable while processing","stratus-fault-tolerant-revolution-ad-198-797e0e"
"tandem-clx","Tandem CLX (610/620/640/660)","platform","Tandem Computers","1987-1993","launch","obsolete","Low-end GUARDIAN 'network extender'; CMOS custom processor with internal comparators","stratus-sales-support-competitive-news-1-2aac8d"
"tandem-lxn","Tandem LXN","platform","Tandem Computers","1987-1990","launch","obsolete","M68020-based Altos 3068 OEM; Unix System V Release 2; 32 users max","stratus-sales-support-competitive-news-1-2aac8d"
"tandem-vlx","Tandem VLX","platform","Tandem Computers","1986-1992","production","obsolete","Top-of-line Tandem; new 2/3-CPU models at $585K entry","stratus-sales-support-competitive-news-1-2aac8d"
"guardian-os","Tandem GUARDIAN operating system","platform","Tandem Computers","1976-present","mature","legacy-supported","Tandem's proprietary fault-tolerant OS; renamed NonStop Kernel","stratus-sales-support-competitive-news-1-2aac8d"
"et-1","ET-1 benchmark (NonStop SQL transaction-protected)","framework","Tandem Computers","1985-1989","production","obsolete","Tandem's name for DebitCredit; restated under NonStop SQL 1987","stratus-sales-support-competitive-news-1-2aac8d"
"product-launch-framework","Cross-Functional Matrix Product Launch Framework","framework","Multiple","1990-present","mature","mature","Standardized cross-functional launch process with a named team owner.","sun-launch-best-practices-report-draft-8-9741fb; sun-launch-questionnaire-9-a2c35d"
"webinar-webcast","Webinar / Webcast technology","framework","Multiple","2000-present","emerging","mature","Noted as increasing-emphasis delivery method in 2002.","sun-launch-best-practices-report-draft-8-9741fb"
"web-elearning","Web-based E-Learning","framework","Multiple","2000-present","emerging","mature","Noted as one of seven launch-material delivery methods.","sun-launch-best-practices-report-draft-8-9741fb"
"collaboration-software","Collaboration Software (Lotus Notes, etc.)","application","IBM/Lotus/Multiple","1989-present","mature","mature","Cited use: Lotus Notes for launch process.","sun-launch-best-practices-report-draft-8-9741fb"
"intranet-database","Intranet Database","framework","Multiple","1995-present","mature","mature","One of seven delivery methods.","sun-launch-best-practices-report-draft-8-9741fb"
"electronic-commerce-edi","Electronic Commerce (EDI-style Document transmission)","protocol","Multiple","1980-present","mature","mature","Agreement Section 6: electronic transmission of legally binding purchase/sale Documents via digital signature or User ID.","sun-master-contract-10-129daa"
"online-auction","Online Auction / Reverse Auction (B2B Procurement)","application","Various","2000s","growing","{'lifecycle_current': 'active', 'notes': 'Online auction and B2B reverse auction/procurement platforms remain active. eBay dominant in consumer space; Ariba, Coupa for B2B procurement.', 'source': 'pre-verified'}","IT buyers using online auctions to drive server purchase prices down to commodity levels.","technology-themes-ee5ba4"
"web-analytics","Real-Time Web Analytics / Click Tracking","application","Various","2000s","emerging","{'lifecycle_current': 'active', 'notes': 'Web analytics has evolved significantly (Google Analytics, Adobe Analytics, privacy-first tools). Real-time analytics now standard.', 'source': 'pre-verified'}","Real-time tracking of anonymous consumer click behavior; enables better consumer marketing; raises privacy concerns.","technology-themes-ee5ba4"
"wifi-enterprise","Enterprise WiFi / Wireless LAN","platform","Various","2003-2004","emerging","{'lifecycle_current': 'active', 'notes': 'Enterprise WiFi is now foundational infrastructure. WiFi 6 and WiFi 6E are current standards. Market growing with IoT and mobile-first enterprise needs.', 'source': 'pre-verified'}","Key productivity enabler for corridor-cruiser laptop users; blocked by security fears, support costs, and high initial cost.","technology-themes-ee5ba4"
"retail-automation","Retail Automation / Self-Checkout","application","Various","2000s","emerging","{'lifecycle_current': 'active', 'notes': 'Retail automation (self-checkout, automated inventory) is active and expanding. AI-powered checkout and computer vision are current evolution.', 'source': 'pre-verified'}","In-store self-checkout and kiosk technology driven by empowered consumer demand for self-service.","technology-themes-ee5ba4"
"web-services-mgmt","Enterprise Management / Web Services Management","platform","Various","2003-2005","emerging","{'lifecycle_current': 'evolved', 'notes': 'Enterprise Web Services Management has evolved into API Management (Apigee, AWS API Gateway, MuleSoft). Concept fully absorbed into modern integration architectures.', 'source': 'pre-verified'}","Extended value chain management across partners; partner-keeper technologies for shared system control without ceding partner autonomy.","technology-themes-ee5ba4"
"sox-compliance-tech","Sarbanes-Oxley / Regulatory Compliance Technology","framework","Various","2002-present","growing","{'lifecycle_current': 'active', 'notes': 'SOX/regulatory compliance technology (GRC software) is an active and growing market. SOX remains law for US public companies. Major spending on compliance tech continues.', 'source': 'pre-verified'}","SOX and Basel II compliance driving significant IT spending; costs several hundred thousand to several million dollars per year.","technology-themes-ee5ba4"
"automated-replenishment","Automated Replenishment Technology","application","Various","2000s","growing","{'lifecycle_current': 'active', 'notes': 'Automated replenishment has evolved into AI-driven demand forecasting and supply chain management. Active in retail, manufacturing, and e-commerce.', 'source': 'pre-verified'}","Supply chain automation driven by empowered consumer expectations for availability and speed.","technology-themes-ee5ba4"
"data-center-consolidation","Data Center Consolidation / IT Rationalization","framework","Various","2003-2005","growing","{'lifecycle_current': 'active', 'notes': 'Data center consolidation has evolved into cloud migration and hybrid IT strategies. Still an active practice, now often called cloud rationalization.', 'source': 'pre-verified'}","CIOs and CFOs rationalizing redundant IT purchases and consolidating remote data centers.","technology-themes-ee5ba4"
"fault-tolerant-computers","Fault-Tolerant Computer Systems","hardware","Various","1990s","current","current","Core topic of the speaking event","testahur95-330c0c"
"network-backup","Network Backup Systems","application","Various","1990s","current","current","Mentioned as part of high-availability industry","testahur95-330c0c"
"virus-checking","Anti-Virus / Virus-Checking Software","application","Various","1990s","current","current","Part of computer reliability ecosystem","testahur95-330c0c"
"it-outsourcing-full","IT Outsourcing (Full-Service)","platform","Various","1990s-2000s","mature","{'lifecycle_current': 'active', 'notes': 'Full-service IT outsourcing remains an active market. Major providers include Accenture, TCS, Infosys, Wipro, Capgemini. Market growing at ~7% CAGR.', 'source': 'pre-verified'}","Full-service IT outsourcing from simple application outsourcing (e-mail) to full business process offshoring (general ledger, accounts payable).","the-business-value-in-it-outsourcing-7d5f23"
"outsourcing-sla","Service Level Agreement (SLA) Management","framework","Various","1990s-2000s","growing","{'lifecycle_current': 'active', 'notes': 'SLA management is an active and essential practice in all outsourcing and managed services contracts.', 'source': 'pre-verified'}","Setting, maintaining, measuring, and aligning SLAs with business units; cited as key success factor and failure mode in IT outsourcing.","the-business-value-in-it-outsourcing-7d5f23"
"it-governance","IT Governance Framework","framework","Various","2000s","growing","{'lifecycle_current': 'active', 'notes': 'IT governance frameworks (COBIT, ITIL, ISO 38500) remain active and widely adopted. Expanded to include cloud governance, AI governance.', 'source': 'pre-verified'}","Process, executive responsibility, capacity, management process for IT outsourcing governance; cited as critical pre/post-contract factor.","the-business-value-in-it-outsourcing-7d5f23"
"outsourcing-maturity-model","IT Outsourcing Maturity Model","framework","Aberdeen Group","2006","current","{'lifecycle_current': 'active', 'notes': 'IT outsourcing maturity models remain an active conceptual and analytical framework used by organizations and researchers.', 'source': 'pre-verified'}","Aberdeen maturity framework for IT outsourcing outcomes; three tiers: misaligned, sub-optimal, optimal. Measured by ROI tracking frequency after application changes.","the-business-value-in-it-outsourcing-7d5f23"
"nvidia-nv30","nVidia NV30 (GeForce FX 5800)","platform","NVIDIA","2003-2004","forthcoming","legacy","High-end; $399; ships end Feb","nvidia-geforce-fx-notes-2003-02"
"nvidia-nv31","nVidia NV31 (GeForce FX 5600)","platform","NVIDIA","2003-2005","forthcoming","legacy","Midrange; replaces Ti4200","nvidia-geforce-fx-notes-2003-02"
"nvidia-nv34","nVidia NV34 (GeForce FX 5200)","platform","NVIDIA","2003-2005","forthcoming","legacy","Low-end; $99; replaces Ti4200/MX","nvidia-geforce-fx-notes-2003-02"
"nvidia-nv35","nVidia NV35 (GeForce FX 5900)","platform","NVIDIA","2003-2005","forthcoming","legacy","May 11 NDA at time","nvidia-geforce-fx-notes-2003-02"
"nvidia-geforce-ti-4200","nVidia GeForce Ti 4200","platform","NVIDIA","2002-2004","mainstream","legacy","Being replaced","nvidia-geforce-fx-notes-2003-02"
"nvidia-geforce-4-mx-440","nVidia GeForce 4 MX 440","platform","NVIDIA","2002-2004","mainstream","legacy","Being replaced","nvidia-geforce-fx-notes-2003-02"
"ati-radeon-9500","ATI Radeon 9500","platform","ATI","2002-2004","mainstream","legacy","Competitive reference — NV31 claimed 1.5x","nvidia-geforce-fx-notes-2003-02"
"directx-9","DirectX 9","framework","Microsoft","2002-2009","emerging","legacy","Full support on FX line","nvidia-geforce-fx-notes-2003-02"
