"collection","study_id","title","date","author","n_entities","n_technologies","n_observations","n_codes","importance","relevance","prescience"
"other-authors","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","Aberdeen Group Free Research: Aberdeen InSights Catalog (2001-2003)","2003-02-10","Aberdeen Group (Multiple Authors)","20","15","38","23","high","medium","medium"
"other-authors","2003-business-process-orientation-changes-ap-le-flows-d-ed067c","Business Process Orientation Changes Application View for Oracle: 'Flows' Define More than Solutions","2003-03-01","Dr. Katherine Jones","3","4","11","23","medium","medium","high"
"other-authors","2003-crm-redux-we-told-you-so-b4b0c1","CRM Redux - We Told You So","2003-05-12","Denis R. Pombriant","2","2","10","23","high","medium","high"
"other-authors","2003-dell-and-oracle-boldly-predict-the-demise-of-big-i-073fba","Dell and Oracle Boldly Predict the Demise of Big Iron","2003-04-04","Robert Dorin","4","7","11","23","high","high","medium"
"other-authors","2003-oracle-v-peoplesoft-don-t-wait-until-the-bout-is-o-4da869","Oracle v. PeopleSoft: Don't Wait Until the Bout is Over","2003-08-20","David Alschuler and Tim Minahan","4","3","14","18","high","medium","high"
"other-authors","2003-peoplesoft-gains-crm-market-momentum-b4b610","PeopleSoft Gains CRM Market Momentum","2003-09-30","Karen E. Smith","6","5","15","18","high","medium","low"
"other-authors","2003-storage-trends-what-will-be-hot-in-2003-and-beyond-cd0aeb","Storage Trends: What Will Be Hot in 2003 — And Beyond","2002-12-31","David Hill","7","9","15","18","high","high","high"
"other-authors","2003-the-new-peoplesoft-long-term-strategy-near-term-be-5cb14f","The New PeopleSoft: Long-Term Strategy, Near-Term Benefits","2003-10-02","Christa Degnan and Tim Minahan","4","5","12","18","high","medium","low"
"other-authors","2003-the-top-10-security-suppliers-fc2b1b","The Top 10 Security Suppliers","2003-07-01","Jim Hurley","9","4","15","18","high","medium","medium"
"other-authors","2004-09-intel-64bit-tipping-point-b21860","The 64-bit Tipping Point: Optimizing Performance, Flexibility, and Value with Intel Itanium Architecture and Intel EM64T","2004-09-01","Intel Corporation","7","8","23","26","medium","low","high"
"other-authors","aberdeen-1995-3com-lanplex-2500","3Com's LANplex 2500: Profiling the Consummate Ethernet/FDDI Workgroup Switch","1995-09-01","Aberdeen Group","9","15","40","25","high","low","medium"
"other-authors","aberdeen-1995-commercial-messaging","Commercial Messaging: The Keystone Of Strategic Long-Term Distributed Computing","1995-10-01","Aberdeen Group","17","28","42","31","high","high","high"
"other-authors","aberdeen-1995-data-warehouse-olap","Data Warehouse Query Tools: Evolving to Relational OLAP","1995-07-01","Aberdeen Group","20","28","54","25","high","medium","high"
"other-authors","aberdeen-1995-digital-linkworks","Digital LinkWorks: Delivering Solutions to MIS and End-Users","1995-07-01","Aberdeen Group","10","19","36","36","medium","low","low"
"other-authors","aberdeen-1995-digital-multia","Digital's Multia Enterprise Client: Finally Someone Listened","1995-12-01","Aberdeen Group","8","25","36","25","medium","low","low"
"other-authors","aberdeen-1995-digital-objectbroker","Digital's ObjectBroker -- Advanced Integration of Distributed Resources","1995-08-01","Aberdeen Group","11","19","55","50","high","medium","low"
"other-authors","aberdeen-1995-hp-customer-interaction-software","HP Smart ContAct/CIS: Customer Interaction Software - The New Market Weapon","1995-12-01","Aberdeen Group","50","25","58","65","high","medium","medium"
"other-authors","aberdeen-1995-hp-softbench","Hewlett-Packard's C++ SoftBench 5.0 -- A Powerful Platform for Professional Developers","1995-12-01","Aberdeen Group","15","28","53","23","medium","low","medium"
"other-authors","aberdeen-1995-ibm-as400-sap-r3","IBM's AS/400 and SAP's R/3: Making the Complex and Slow Both Simple and Fast","1995-09-01","Aberdeen Group","12","11","112","48","high","high","high"
"other-authors","aberdeen-1995-ibm-db2-common-server","DB2 Common Server Relational Database Management System","1995-01-01","Aberdeen Group","12","35","58","61","high","medium","high"
"other-authors","aberdeen-1995-intersolv-virtual-data-warehouse","Exploring Intersolv's Virtual Data Warehouse","1995-10-01","Aberdeen Group","12","15","51","49","medium","medium","medium"
"other-authors","aberdeen-1995-limd-technology","New LIMD Technology: Speed Plus Real-World Experience","1995-12-01","Aberdeen Group","14","20","52","52","high","high","high"
"other-authors","aberdeen-1995-novell-predicament","The Novell Predicament","1995-08-09","Aberdeen Group","7","8","28","11","high","high","high"
"other-authors","aberdeen-1995-oracle-interoffice","Oracle InterOffice: Helping IS Deploy Solutions to Business Partners and Customers Over the Internet","1995-12-13","Aberdeen Group","8","31","54","23","medium","medium","low"
"other-authors","aberdeen-1995-progress-software-profile","Progress Version 8.0 Development Environment: The Importance Of Experience-Driven Scalability and Flexibility","1995-12-01","Aberdeen Group","5","6","25","11","medium","medium","medium"
"other-authors","aberdeen-1995-rdbms-cray-research-inc","Cray Research, Inc.: RDBMS and Commercial Database Market Position","1995-01-01","Aberdeen Group","10","7","28","13","medium","high","high"
"other-authors","aberdeen-1995-sun-microsystems-computer-company","Sun Microsystems Computer Company: Sun Emerges as a Top-Tier Commercial Systems Supplier","1995-01-01","Aberdeen Group","6","7","25","14","high","high","medium"
"other-authors","aberdeen-1995-upgrading-isv-methodology-enterprise-application-development","Upgrading To ISV Methodology For Enterprise Application Development","1995-12-07","Aberdeen Group","2","6","25","12","high","high","high"
"other-authors","aberdeen-1996-3com-reconciling-clientserver-development-internet","Reconciling Client/Server Development and the Internet","1996-11-01","Aberdeen Group","3","10","25","11","medium","high","high"
"other-authors","aberdeen-1996-advanced-planning-engines-white-paper","Advanced Planning Engine Technologies: Can Capital-Generating Technology Change the Face of Manufacturing?","1996-02-01","Aberdeen Group","11","12","32","14","high","high","high"
"other-authors","aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better","Dun & Bradstreet Software SmartStream Distributed Enterprise: Putting It All Together To Better Spread It All Apart","1996-04-01","Aberdeen Group","13","11","30","12","high","high","medium"
"other-authors","aberdeen-1996-as400-year-2000-ibm-leading-users","AS/400 and the Year 2000: IBM Leading Users Across an Unknown Chasm","1996-09-27","Aberdeen Group","4","8","30","13","high","high","high"
"other-authors","aberdeen-1996-baan-changes-rules-erp-game","BAAN Changes the Rules of the ERP Game with Dynamic Enterprise Modeling","1996-04-24","Aberdeen Group","4","4","20","19","high","medium","low"
"other-authors","aberdeen-1996-blyths-ren-architecture-prescription-it-success","Blyth's REN Architecture: A Prescription for IT Success","1996-01-01","Aberdeen Group","8","9","22","17","medium","medium","low"
"other-authors","aberdeen-1996-bulls-sagister-datacenterdisciplined-unix-businesscritical-applications","Bull's Sagister: Datacenter-Disciplined UNIX for Business-Critical Applications","1996-01-01","Aberdeen Group","12","9","25","17","medium","medium","medium"
"other-authors","aberdeen-1996-ciscos-access-business-unit-crystallizes-vision","Cisco's Access Business Unit Crystallizes Its Vision","1996-01-29","Aberdeen Group","12","8","23","17","high","high","high"
"other-authors","aberdeen-1996-clarify-inc","Clarify Inc.","1996-10-01","Aberdeen Group","13","8","24","17","high","medium","high"
"other-authors","aberdeen-1996-computer-telephony-integration","Internet Architecture: Prescription For Success","1996-04-17","Aberdeen Group","7","8","23","18","high","high","high"
"other-authors","aberdeen-1996-data-general-corporation","Data General Corporation — Aberdeen Group Company Profile","1996-05-01","Aberdeen Group","6","6","23","18","medium","low","low"
"other-authors","aberdeen-1996-data-generals-cybershield-security-solutions-advancing","Data General's Cybershield: Security Solutions for Advancing Business on the Net","1996-12-01","Aberdeen Group","6","7","22","18","medium","medium","medium"
"other-authors","aberdeen-1996-debunking-ntsmp-scalability-myth","Debunking the NT/SMP Scalability Myth","1996-11-26","Aberdeen Group","10","7","24","18","high","medium","high"
"other-authors","aberdeen-1996-dec-manageworks-22","ManageWORKS 2.2 Market Profile","1996-03-01","Aberdeen Group","11","8","20","21","medium","low","medium"
"other-authors","aberdeen-1996-digital-debunks-ntsmp-scalability-myth","Digital Debunks the NT/SMP Scalability Myth","1996-11-22","Aberdeen Group","11","8","26","21","high","medium","high"
"other-authors","aberdeen-1996-digital-leading-nt-across-enterprise-charge","Digital: Leading the NT-Across-the-Enterprise Charge","1996-07-01","Aberdeen Group","12","9","29","21","high","medium","medium"
"other-authors","aberdeen-1996-digitals-personal-workstation-new-markets-channels","Digital's Personal Workstation: New Markets, New Products, New Channels, New Company, New Challenges","1996-04-01","Aberdeen Group","11","8","26","21","high","medium","high"
"other-authors","aberdeen-1996-distributed-open-rdbms-buying-guide","The Distributed, Open Relational Database Management Systems Buying Guide: 1996 Edition","1996-10-01","Aberdeen Group","9","7","19","24","high","medium","high"
"other-authors","aberdeen-1996-enterprise-data-knowledge-integrated-data-marts","True Enterprise Data Knowledge Through Integrated Data Marts","1996-09-23","Aberdeen Group","7","6","25","22","high","high","high"
"other-authors","aberdeen-1996-enterprise-executives-year-2000-solution","How Enterprise Executives Play a Pivotal Role in the Year 2000 Solution","1996-10-03","Aberdeen Group","3","3","15","18","high","medium","high"
"other-authors","aberdeen-1996-evaluating-system36-migration-strategies","Evaluating System/36 Migration Strategies","1996-09-01","Aberdeen Group","3","7","30","22","high","medium","high"
"other-authors","aberdeen-1996-flexiinternational-software-financial-acumen-technology","FlexiInternational Software: Where Financial Acumen and Advanced Technology Converge","1996-07-01","Aberdeen Group","12","8","24","23","medium","low","medium"
"other-authors","aberdeen-1996-frame-relay-access-devices","Frame Relay Access Devices","1996-06-01","Aberdeen Group","6","6","18","24","medium","low","high"
"other-authors","aberdeen-1996-hp-3000-increasing-customers-successes","HP 3000: Continuously Increasing Customers' Successes","1996-01-01","Aberdeen Group","8","8","27","18","medium","medium","medium"
"other-authors","aberdeen-1996-hp-9000-enterprise-server-64bit-pa8000","HP 9000 Enterprise Server Performance Leadership Again: The 64-bit PA-8000 Has Arrived","1996-09-17","Aberdeen Group","9","10","27","18","high","low","medium"
"other-authors","aberdeen-1996-hp-enterprise-parallel-server-scalable-performance","Hewlett-Packard's Enterprise Parallel Servers: A Graceful Transition to Scalable, High-End Performance","1996-07-01","Aberdeen Group","10","8","20","24","high","low","medium"
"other-authors","aberdeen-1996-hp-networking-vision-workgroups","HP's Networking Vision: Designed with Workgroups in Mind","1996-07-01","Aberdeen Group","6","7","22","18","medium","medium","medium"
"other-authors","aberdeen-1996-hp-praesidium-family","Hewlett-Packard's Praesidium: A Family of Products To make Business on the Net A Reality","1996-09-09","Aberdeen Group","10","8","20","24","high","medium","high"
"other-authors","aberdeen-1996-hp-vectra-xw-personal-workstation","The Vectra XW Personal Workstation: Hewlett-Packard's NT-based Alternative for Technical Computing","1996-08-26","Aberdeen Group","9","8","24","22","high","medium","high"
"other-authors","aberdeen-1996-ibm-aix-4-not-your-fathers-325","The New IBM AIX 4: Not Your Father's 3.2.5","1996-04-30","Aberdeen Group","3","8","22","22","medium","medium","high"
"other-authors","aberdeen-1996-ibm-as400-vs-microsoft-nt-server","IBM's AS/400 Versus Microsoft's NT Server: The Challenge That Is Not","1996-01-15","Aberdeen Group","9","10","31","24","high","medium","high"
"other-authors","aberdeen-1996-ibm-os2-warp-server","IBM's OS/2 Warp Server: The Whole is Greater Than the Sum of the Parts","1996-02-19","Aberdeen Group","12","10","25","24","medium","low","low"
"other-authors","aberdeen-1996-ibm-tivoli","Tivoli Systems: Unifying the Management of Network Computing Environments","1996-10-01","Aberdeen Group","12","10","28","24","high","medium","high"
"other-authors","aberdeen-1996-ibm-transformation-business-machines-information-service","IBM: The Transformation From Business Machines To Information-Service Solutions","1996-09-01","Aberdeen Group","13","7","27","18","high","high","high"
"other-authors","aberdeen-1996-iq-software-www-reporting","IQ Software: Applying the WWW To Reporting Problems","1996-06-01","Aberdeen Group","12","9","27","24","medium","medium","medium"
"other-authors","aberdeen-1996-iss-internet-security-systems","ISS: The Foundation for Network Security","1996-10-01","Aberdeen Group","8","7","20","25","high","high","high"
"other-authors","aberdeen-1996-khalix-financial-awareness-competitive-advantage","Khalix: True Financial Awareness, True Competitive Advantage","1996-07-01","Aberdeen Group","10","8","30","24","medium","medium","high"
