# Source: access PC Deals 2002-2003.xls

## Sheet: Consumer (2160 rows x 12 cols)
[r0] PricingDate | PCmaker | SKU | ListPrice | CPUclass | CPUspeed | Memory | HDD | Opticals | Monitor | Printer | Merchant
[r1190] 2003-03-23 | Alienware | Area 51 hybrid | 2176 | Pentium 4 HT | 3.06 | 512 RDRAM | 120 | DVD-ROM |  |  | www.alienware.com
[r1191] 2003-03-30 | eMachines | T2260 | 549.99 | Athlon 2200+ | 1.8 | 256 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1192] 2003-03-30 | Compaq  | 6410NX | 589.99 | Althon 2000+ | 1.67 | 256 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1193] 2003-03-30 | eMachines | T1842 | 399.99 | Celeron | 1.8 | 128 DDR | 40 | CD-ROM |  |  | www.bestbuy.com
[r1194] 2003-03-30 | eMachines | T2042 | 499.99 | Celeron | 2 | 128 DDR | 40 | CD-RW; DVD-ROM |  |  | www.bestbuy.com
[r1195] 2003-03-30 | HP | 514n | 599.99 | Celeron | 2.2 | 512 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1196] 2003-03-30 | Gateway | 300S | 599.99 | Celeron  | 2.2 | 256 DDR | 40 | DVD-ROM; CD-RW | 17" Gateway Monitor |  | www.gateway.com
[r1197] 2003-03-30 | HP | 504n | 519.99 | Celeron | 2 | 256 DDR | 40 | CD-RW |  |  | www.hpshopping.com
[r1198] 2003-03-30 | Compaq | s3200NX | 699.97 | Athlon 2400+ | 2 | 256 DDR | 120 | DVD-ROM; CD-RW | 17" Compaq MV7500 | HP 3420 | BestBuy Stores
[r1199] 2003-03-30 | HP | 734n | 749.99 | Athlon 2400+ | 2 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1200] 2003-03-30 | eMachines | T2460 | 649.99 | Athlon 2400+ | 2 | 256 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1201] 2003-03-30 | Compaq | s3100NX | 619.97 | Athlon 2200+ | 1.8 | 256 DDR | 80 | DVD-ROM; CD-RW | 17" Compaq MV7500 | HP 3420 | BestBuy Stores
[r1202] 2003-03-30 | Compaq | 6420NX | 669.99 | Athlon 2200+ | 1.8 | 256 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1203] 2003-03-30 | Compaq | 6430NX | 849.99 | Athlon 2600+ | 2.13 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1204] 2003-03-30 | eMachines | T4510 | 849.99 | Pentium 4 | 2.53 | 512 DDR | 100 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1205] 2003-03-30 | Dell | Dimension 2350 | 808 | Pentium 4 | 2.0A | 256 DDR | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r1206] 2003-03-30 | Sony | PCV-RS220 | 999.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-RW/CD-RW |  |  | www.sonystyle.com
[r1207] 2003-03-30 | HP | 754n | 999.98 | Penitum 4 | 2.53 | 512 DDR | 80 | DVD+RW; CD-RW |  |  | www.compusa.com
[r1208] 2003-03-30 | Dell | Dimension 4550 | 998 | Pentium 4 | 2.53 | 512 DDR 333MHz | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r1209] 2003-03-30 | Compaq | 6454NX | 919.99 | Pentium 4 | 2.5 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r1210] 2003-03-30 | HP | 775e | 949.99 | Athlon 2400+ | 2 | 512 DDR | 80 | DVD-ROM | 15" HP F50 LCD | HP 3425 | BestBuy Stores
[r1211] 2003-03-30 | eMachines | T4480 | 999.99 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" eMachines 17F |  | CircuitCity Stores
[r1212] 2003-03-30 | Sony | PCV-RXA842 | 929.99 | Athlon 2400+ | 2 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.pcconnection.com
[r1213] 2003-03-30 | HP | 764n | 1199.99 | Pentium 4 | 2.66 | 512 DDR | 120 | DVD-RW/CD-RW |  |  | www.hpshopping.com
[r1214] 2003-03-30 | Dell | Dimension 4550 | 1098 | Pentium 4 | 2.66 | 512 DDR 333MHz | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r1215] 2003-03-30 | HP | 754n | 1099.99 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD+RW/+R |  |  | www.bestbuy.com
[r1216] 2003-03-30 | Compaq | 6450NX | 1199.97 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-ROM; CD-RW | 15" Compaq FP017 | HP 3820 | BestBuy Stores
[r1217] 2003-03-30 | Gateway | 500S  | 1199 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" Gateway Monitor |  | www.gateway.com
[r1218] 2003-03-30 | Dell | Dimension 4550 | 1338 | Pentium 4 | 2.8 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r1219] 2003-03-30 | Compaq | 6470NX | 1399.99 | Pentium 4 | 2.66 | 512 DDR | 120 | DVD-ROM; CD-RW | 15" Compaq FP017 |  | CircuitCity Stores
[r1220] 2003-03-30 | Sony | PCV-RZ22G | 1449.99 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD+/-RW; CD-ROM |  |  | www.bestbuy.com
[r1221] 2003-03-30 | Gateway | 500X | 1479 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-ROM; CD-RW | Gateway 15" LCD |  | www.gateway.com
[r1222] 2003-03-30 | Dell | Dimension 8250 | 1808 | Pentium 4 | 2.8 | 512 RDRAM 1066 | 120 | DVD-ROM; CD-RW | 15" Dell E151FP LCD flat panel |  | www.dell.com
[r1223] 2003-03-30 | HP | 864n Media Center | 1699.99 | Pentium 4 | 2.66 | 512 DDR | 160 | DVD+RW/+R; CD-RW |  |  | www.bestbuy.com
[r1224] 2003-03-30 | Sony | PCV-RZ24G | 2049.97 | Pentium 4 | 2.66 | 512 DDR | 120 | DVD+/-RW; CD-RW | 17" Sony S71 LCD | Canon S330 | BestBuy Stores
[r1225] 2003-03-30 | Gateway | 700X | 1859.01 | Pentium 4 | 2.66 | 512 RDRAM | 160 | DVD-ROM; CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r1226] 2003-03-30 | HP | 854n Media Center | 1699.97 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD+RW/+R; CD-RW | 15" HP F50 LCD | HP 3820 | BestBuy Stores
[r1227] 2003-03-30 | Gateway | 700X | 2389.01 | Pentium 4 HT | 3.06 | 512 RDRAM 1066 | 200 | DVD-ROM; CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r1228] 2003-03-30 | Sony | PCV-RZ26G | 2299.99 | Pentium 4 HT | 3.06 | 1GB DDR | 160 | DVD+/-RW; CD-RW |  |  | www.bestbuy.com
[r1229] 2003-03-30 | Dell | Dimension 8250 | 1848 | Pentium 4 HT | 3.06 | 512 RDRAM | 120 | DVD-ROM; CD-RW | 15" Dell E151FP LCD flat panel |  | www.dell.com
[r1230] 2003-03-30 | Dell | Dimension 4550 | 1658 | Pentium 4 HT | 3.06 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 15" Dell E151FP LCD flat panel |  | www.dell.com
[r1231] 2003-03-30 | HP | Pavilion 700 series | 1784 | Pentium 4 HT | 3.06 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP MX75 |  | www.hp.com
[r1232] 2003-03-30 | Alienware | Area 51 hybrid | 2818 | Pentium 4 HT | 3.06 | 512 RDRAM | 120 | DVD-ROM; CD-RW |  |  | www.alienware.com
[r1233] 2003-04-06 | Compaq | S3100NX | 539.99 | Athlon 2200+ | 1.8 | 256 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1234] 2003-04-06 | eMachines | T2260 | 599.99 | Athlon 2200+ | 1.8 | 256 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1235] 2003-04-06 | Compaq  | 6410NX | 539.99 | Althon 2000+ | 1.67 | 256 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1236] 2003-04-06 | HP | 514n | 599.99 | Celeron | 2.2 | 512 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1237] 2003-04-06 | HP | 505N | 539.99 | Celeron | 2.2 | 256 DDR | 60 | CD-RW |  |  | www.circuitcity.com
[r1238] 2003-04-06 | eMachines | T2245 | 539.97 | Celeron | 2.2 | 256 DDR | 40 | DVD-ROM; CD-RW | 17" eMachines 17S | Lexmark Z25 | BestBuy Stores
[r1239] 2003-04-06 | Gateway | 300S | 599.99 | Celeron  | 2.2 | 256 DDR | 40 | DVD-ROM; CD-RW | 17" Gateway Monitor |  | www.gateway.com
[r1240] 2003-04-06 | eMachines | T2240 | 419.99 | Celeron  | 2.2 | 128 DDR | 40 | CD-ROM | 17" Proview Pro735 | Lexmark Z25 | CircuitCity Stores
[r1241] 2003-04-06 | HP | 504n | 497.99 | Celeron | 2 | 256 DDR | 40 | CD-RW |  |  | www.hpshopping.com
[r1242] 2003-04-06 | HP | 725N | 749.99 | Athlon 2400+ | 2 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1243] 2003-04-06 | Compaq | S3200NX | 619.99 | Athlon 2400+ | 2 | 256 DDR | 120 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r1244] 2003-04-06 | HP | 734n | 749.99 | Athlon 2400+ | 2 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1245] 2003-04-06 | Compaq | 6420NX | 669.99 | Athlon 2200+ | 1.8 | 256 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1246] 2003-04-06 | eMachines | T2385 | 639.97 | Celeron | 2.3 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" eMachines 17S | Lexmark Z25 | BestBuy Stores
[r1247] 2003-04-06 | Compaq | 6430NX | 799.99 | Athlon 2600+ | 2.13 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1248] 2003-04-06 | Compaq | 6450NX | 899.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1249] 2003-04-06 | eMachines | T4510 | 849.99 | Pentium 4 | 2.53 | 512 DDR | 100 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1250] 2003-04-06 | Sony | PCV RS210 | 849.99 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1251] 2003-04-06 | eMachines | T4480 | 849.99 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r1252] 2003-04-06 | Dell | Dimension 2350 | 789 | Pentium 4 | 2.0A | 256 DDR | 60 | CD-RW | 17" Dell E772 |  | www.dell.com
[r1253] 2003-04-06 | Compaq | 6470NX | 1049.99 | Pentium 4 | 2.66 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1254] 2003-04-06 | Compaq | s3300nx | 949.91 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" FS7550 | HP 3420 | CompUSA stores
[r1255] 2003-04-06 | Sony | PCV-RS220 | 999.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-RW/CD-RW |  |  | www.sonystyle.com
[r1256] 2003-04-06 | HP | 754n | 999.99 | Penitum 4 | 2.53 | 512 DDR | 80 | DVD+RW; CD-RW |  |  | www.circuitcity.com
[r1257] 2003-04-06 | Compaq | 6454NX | 919.99 | Pentium 4 | 2.5 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r1258] 2003-04-06 | Sony | PCV-RXA842 | 949.99 | Athlon 2400+ | 2 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.pcconnection.com
[r1259] 2003-04-06 | Dell | Dimension 4550 | 1209 | Pentium 4 | 2.66 | 512 DDR 333MHz | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r1260] 2003-04-06 | Dell | Dimension 4550 | 1109 | Pentium 4 | 2.53 | 512 DDR 333MHz | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r1261] 2003-04-06 | Gateway | 500S  | 1199 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" Gateway Monitor |  | www.gateway.com
[r1262] 2003-04-06 | Sony | PCV RX950 | 1379.99 | Pentium 4 | 2.66 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 15" Sony HS53 LCD | HP 3820 | BestBuy Stores
[r1263] 2003-04-06 | HP | 764n | 1229.98 | Pentium 4 | 2.66 | 512 DDR | 120 | DVD-RW/CD-RW |  |  | www.hpshopping.com
[r1264] 2003-04-06 | HP | 854n Media Center | 1399.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD+RW/+R; CD-RW |  |  | www.bestbuy.com
[r1265] 2003-04-06 | Sony | PCV-RZ22G | 1299.99 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD+/-RW; CD-ROM |  |  | www.bestbuy.com
[r1266] 2003-04-06 | Dell | Dimension 4550 | 1449 | Pentium 4 | 2.8 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r1267] 2003-04-06 | Sony | PCV-RZ24G | 1549.99 | Pentium 4 | 2.66 | 512 DDR | 120 | DVD+/-RW; CD-RW |  |  | www.bestbuy.com
[r1268] 2003-04-06 | Gateway | 500X | 1479 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-ROM; CD-RW | Gateway 15" LCD |  | www.gateway.com
[r1269] 2003-04-06 | Dell | Dimension 8250 | 1929 | Pentium 4 | 2.8 | 512 RDRAM 1066 | 120 | DVD-ROM; CD-RW | 15" Dell E151FP LCD flat panel |  | www.dell.com
[r1270] 2003-04-06 | HP | 864n Media Center | 1699.99 | Pentium 4 | 2.66 | 512 DDR | 160 | DVD+RW/+R; CD-RW |  |  | www.bestbuy.com
[r1271] 2003-04-06 | Gateway | 700X | 1859.01 | Pentium 4 | 2.66 | 512 RDRAM | 160 | DVD-ROM; CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r1272] 2003-04-06 | Gateway | 700X | 2389.01 | Pentium 4 HT | 3.06 | 512 RDRAM 1066 | 200 | DVD-ROM; CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r1273] 2003-04-06 | Sony | PCV-RZ26G | 2099.99 | Pentium 4 HT | 3.06 | 1GB DDR | 160 | DVD+/-RW; CD-RW |  |  | www.bestbuy.com
[r1274] 2003-04-06 | Dell | Dimension 8250 | 2189 | Pentium 4 HT | 3.06 | 512 RDRAM | 120 | DVD-ROM; CD-RW | 15" Dell E151FP LCD flat panel |  | www.dell.com
[r1275] 2003-04-06 | Dell | Dimension 4550 | 1989 | Pentium 4 HT | 3.06 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 15" Dell E151FP LCD flat panel |  | www.dell.com
[r1276] 2003-04-06 | HP | Pavilion 700 series | 1784 | Pentium 4 HT | 3.06 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP MX75 |  | www.hp.com
[r1277] 2003-04-06 | Alienware | Area 51 hybrid | 2780 | Pentium 4 HT | 3.06 | 512 RDRAM | 120 | DVD-ROM; CD-RW |  |  | www.alienware.com
[r1278] 2003-04-13 | Compaq | S3100NX | 539.99 | Athlon 2200+ | 1.8 | 256 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1279] 2003-04-13 | eMachines | T2260 | 599.99 | Athlon 2200+ | 1.8 | 256 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1280] 2003-04-13 | Compaq | 6420NX | 552.99 | Athlon 2200+ | 1.8 | 256 DDR | 80 | DVD-ROM; CD-RW |  |  | www.hpshopping.com
[r1281] 2003-04-13 | Compaq  | 6410NX | 539.99 | Althon 2000+ | 1.67 | 256 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1282] 2003-04-13 | eMachines | T2385 | 599.99 | Celeron | 2.3 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1283] 2003-04-13 | HP | 514n | 599.99 | Celeron | 2.2 | 512 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1284] 2003-04-13 | HP | 505N | 539.99 | Celeron | 2.2 | 256 DDR | 60 | CD-RW |  |  | www.circuitcity.com
[r1285] 2003-04-13 | eMachines | T2245 | 539.97 | Celeron | 2.2 | 256 DDR | 40 | DVD-ROM; CD-RW | 17" eMachines 17F | Lexmark Z25 | BestBuy Stores
[r1286] 2003-04-13 | eMachines | T2240 | 439.97 | Celeron  | 2.2 | 128 DDR | 40 | CD-ROM | 17" eMachines 17F | Lexmark Z25 | BestBuy Stores
[r1287] 2003-04-13 | Compaq | S3000V series | 349.99 | Celeron | 2 | 256 DDR | 40 | CD-RW |  |  | www.hpshopping.com
[r1288] 2003-04-13 | HP | 504n | 467.99 | Celeron | 2 | 256 DDR | 40 | CD-RW |  |  | www.hpshopping.com
[r1289] 2003-04-13 | Compaq | 6430NX | 714.99 | Athlon 2600+ | 2.13 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.hpshopping.com
[r1290] 2003-04-13 | Compaq | S3200NX | 619.99 | Athlon 2400+ | 2 | 256 DDR | 120 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1291] 2003-04-13 | HP | 734n | 749.99 | Athlon 2400+ | 2 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1292] 2003-04-13 | Compaq | s3300nx | 769.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.hpshopping.com
[r1293] 2003-04-13 | Compaq | 6450NX | 899.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1294] 2003-04-13 | eMachines | T4510 | 849.99 | Pentium 4 | 2.53 | 512 DDR | 100 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1295] 2003-04-13 | Dell | Dimension 4550 | 909 | Pentium 4 | 2.53 | 512 DDR 333MHz | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r1296] 2003-04-13 | HP | 725N | 829.94 | Athlon 2400+ | 2 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX75 | HP 3420 | BestBuy Stores
[r1297] 2003-04-13 | Sony | PCV RS210 | 849.99 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1298] 2003-04-13 | eMachines | T4480 | 849.99 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r1299] 2003-04-13 | Dell | Dimension 2350 | 768 | Pentium 4 | 2.0A | 256 DDR | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r1300] 2003-04-13 | Compaq | 6470NX | 949.99 | Pentium 4 | 2.66 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.hpshopping.com
[r1301] 2003-04-13 | Sony | PCV RX950 | 1049.99 | Pentium 4 | 2.66 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1302] 2003-04-13 | Dell | Dimension 4550 | 1009 | Pentium 4 | 2.66 | 512 DDR 333MHz | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r1303] 2003-04-13 | HP | 735n | 1029.97 | Athlon 2600+ | 2.13 | 512 DDR | 80 | DVD+RW/CD-RW | 17" HP MX75 | HP 3420 | BestBuy Stores
[r1304] 2003-04-13 | Sony | PCV-RS220 | 999.97 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-RW/CD-RW |  |  | CompUSA stores
[r1305] 2003-04-13 | HP | 754n | 999.99 | Penitum 4 | 2.53 | 512 DDR | 80 | DVD+RW; CD-RW |  |  | www.circuitcity.com
[r1306] 2003-04-13 | HP | 764n | 1199.99 | Pentium 4 | 2.66 | 512 DDR | 120 | DVD-RW/CD-RW |  |  | www.hpshopping.com
[r1307] 2003-04-13 | Gateway | 500S  | 1099 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" Gateway Monitor |  | www.gateway.com
[r1308] 2003-04-13 | Dell | Dimension 4550 | 1249 | Pentium 4 | 2.8 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r1309] 2003-04-13 | HP | 854n Media Center | 1399.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD+RW/+R; CD-RW |  |  | www.bestbuy.com
[r1310] 2003-04-13 | Gateway | 500X | 1349 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-ROM; CD-RW | Gateway 15" LCD |  | www.gateway.com
[r1311] 2003-04-13 | Compaq | 6454NX | 1299.99 | Pentium 4 | 2.5 | 512 DDR | 120 | DVD-ROM; CD-RW | 15" Compaq FP5017 | HP 3420 | CircuitCity Stores
[r1312] 2003-04-13 | Sony | PCV-RZ22G | 1299.99 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD+/-RW; CD-ROM |  |  | www.bestbuy.com
[r1313] 2003-04-13 | Sony | PCV-RZ24G | 1549.99 | Pentium 4 | 2.66 | 512 DDR | 120 | DVD+/-RW; CD-RW |  |  | www.bestbuy.com
[r1314] 2003-04-13 | Dell | Dimension 8250 | 1639 | Pentium 4 | 2.8 | 512 RDRAM 1066 | 120 | DVD-ROM; CD-RW | 15" Dell 1504FP LCD flat panel |  | www.dell.com
[r1315] 2003-04-13 | HP | 864n Media Center | 2099.94 | Pentium 4 | 2.66 | 512 DDR | 160 | DVD+RW/+R; CD-RW | 15" HP F50 LCD | HP 3425 | CompUSA stores
[r1316] 2003-04-13 | Gateway | 700X | 1939.01 | Pentium 4 | 2.66 | 512 RDRAM | 160 | DVD-ROM; CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r1317] 2003-04-13 | HP | 794n Media Center | 2199.94 | Pentium 4 HT | 3.06 | 1024 DDR | 250 | DVD+RW/CD-RW | 15" HP F50 LCD | HP 3425 | CompUSA stores
[r1318] 2003-04-13 | Sony | PCV-RZ series | 1769.99 | Pentium 4 HT | 3.06 | 1GB DDR | 200 | DVD+/-RW; CD-RW |  |  | www.sonystyle.com
[r1319] 2003-04-13 | Gateway | 700X | 2469.01 | Pentium 4 HT | 3.06 | 512 RDRAM 1066 | 200 | DVD-ROM; CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r1320] 2003-04-13 | Sony | PCV-RZ26G | 2099.99 | Pentium 4 HT | 3.06 | 1GB DDR | 160 | DVD+/-RW; CD-RW |  |  | www.bestbuy.com
[r1321] 2003-04-13 | Dell | Dimension 8250 | 1899 | Pentium 4 HT | 3.06 | 512 RDRAM | 120 | DVD-ROM; CD-RW | 15" Dell 1504FP LCD flat panel |  | www.dell.com
[r1322] 2003-04-13 | Dell | Dimension 4550 | 1679 | Pentium 4 HT | 3.06 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 15" Dell E151FP LCD flat panel |  | www.dell.com
[r1323] 2003-04-13 | HP | Pavilion 700 series | 1784,98 | Pentium 4 HT | 3.06 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP MX75 |  | www.hp.com
[r1324] 2003-04-13 | Alienware | Area 51 hybrid | 2499.97 | Pentium 4 HT | 3.06 | 512 RDRAM | 120 | DVD-ROM; CD-RW |  |  | BestBuy Stores
[r1325] 2003-04-20 | Dell | Dimension 2350 | 559 | Pentium 4 | 2.4 | 256 DDR | 30 | DVD-ROM; CD-RW | 17" Dell E773 |  | www.dell.com
[r1326] 2003-04-20 | Compaq | S3100NX | 539.99 | Athlon 2200+ | 1.8 | 256 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1327] 2003-04-20 | eMachines | T2260 | 599.99 | Athlon 2200+ | 1.8 | 256 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1328] 2003-04-20 | Compaq | 6420NX | 549.99 | Athlon 2200+ | 1.8 | 256 DDR | 80 | DVD-ROM; CD-RW |  |  | www.hpshopping.com
[r1329] 2003-04-20 | Compaq  | 6410NX | 539.99 | Althon 2000+ | 1.67 | 256 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1330] 2003-04-20 | eMachines | T2385 | 599.99 | Celeron | 2.3 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1331] 2003-04-20 | HP | 514n | 599.99 | Celeron | 2.2 | 512 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1332] 2003-04-20 | HP | 505N | 519 | Celeron | 2.2 | 256 DDR | 60 | CD-RW |  |  | www.bestbuy.com
[r1333] 2003-04-20 | eMachines | T2245 | 519.99 | Celeron | 2.2 | 256 DDR | 40 | DVD-ROM; CD-RW | 17" eMachines 17F | Lexmark Z25 | CircuitCity Stores
[r1334] 2003-04-20 | eMachines | T2240 | 399.99 | Celeron  | 2.2 | 128 DDR | 40 | CD-ROM |  |  | www.bestbuy.com
[r1335] 2003-04-20 | Compaq | S3000V series | 349.99 | Celeron | 2 | 256 DDR | 40 | CD-RW |  |  | www.hpshopping.com
[r1336] 2003-04-20 | HP | 504n | 469.99 | Celeron | 2 | 256 DDR | 40 | CD-RW |  |  | www.hpshopping.com
[r1337] 2003-04-20 | Compaq | 6430NX | 699.99 | Athlon 2600+ | 2.13 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.hpshopping.com
[r1338] 2003-04-20 | HP | 725N | 699.99 | Athlon 2400+ | 2 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1339] 2003-04-20 | Compaq | S3200NX | 619.99 | Athlon 2400+ | 2 | 256 DDR | 120 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1340] 2003-04-20 | HP | 734n | 749.99 | Athlon 2400+ | 2 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1341] 2003-04-20 | HP | 735n | 899.99 | Athlon 2600+ | 2.13 | 512 DDR | 80 | DVD+RW/CD-RW |  |  | www.bestbuy.com
[r1342] 2003-04-20 | Compaq | s3300nx | 769.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1343] 2003-04-20 | eMachines | T4510 | 799.99 | Pentium 4 | 2.53 | 512 DDR | 100 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1344] 2003-04-20 | Compaq | 6454NX | 819.99 | Pentium 4 | 2.5 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.hpshopping.com
[r1345] 2003-04-20 | Sony | PCV RS210 | 849.99 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1346] 2003-04-20 | eMachines | T4480 | 849.99 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r1347] 2003-04-20 | Dell | Dimension 2350 | 769 | Pentium 4 | 2.2 | 256 DDR | 60 | CD-RW | 17" Dell E772 |  | www.dell.com
