obs_id,study_id,entity_id,tech_id,observation_type,year_observed,metric_name,metric_value,confidence,verification_method,methodology_code,source_page,notes,collection,thread_tag,section,legacy_obs_id,_study_type,_study_prescience,_bucket
sun-as400-presentation-2002-9d925e-OBS-010,sun-as400-presentation-2002-9d925e,ibm,iseries,competitive-assessment,2002,europe-smb,Europe is the key SMB battleground,high,ingest-extraction,eo,slide-4,,,,,,white-paper,low,white-paper
1992-tpc-benchmarks-vp-ed0e0d-OBS-003,1992-tpc-benchmarks-vp-ed0e0d,aberdeen-group,tpc-benchmark,benchmark-result,1992,Best TPC-A price-performance Q1 1992 K$/TPS-A,7.7,high,ingest-extraction,vendor-submission,2,Market leader unnamed due to rapid leadership changes; Q1 1992.,,,,1992-tpc-vp-003,white-paper,high,white-paper
oracle-wp-prod-6-a42b4b-OBS-017,oracle-wp-prod-6-a42b4b,,,framework-factor,2001,big-bang-avoidance,"Enterprises avoid 'big bang' implementations in favor of phased, application-by-application and site-by-site rollouts.",medium,ingest-extraction,industry-analysis,cross-product-bpi,,,,,,white-paper,high,white-paper
1997-the-business-value-of-applications-hosting-e92e09-OBS-010,1997-the-business-value-of-applications-hosting-e92e09,,tcp-ip-ppp,technology-assessment,1997,Connection options supported,Dedicated: X.25; TDM/T/E carrier; Frame Relay. Dial-up: PPP; X.PC. Mobile: RAM/ARDIS wireless messaging — multi-protocol network independence,high,ingest-extraction,competitive-profiling,Network Independence,Full connectivity matrix documented,,,,,white-paper,medium,white-paper
dell-ars-wp-2-72fd7f-OBS-005,dell-ars-wp-2-72fd7f,,,market-data,2003,nevada-pharmacy-records-incident,"Used $159 PC held 2,000+ patient records incl. SSNs and medication lists (NY Times).",high,ingest-extraction,document-review,p.3,Illustrative incident of improper disk sanitization.,,,,,white-paper,high,white-paper
2004-03-intelitaniummfewp11.doc-618d4a-OBS-011,2004-03-intelitaniummfewp11.doc-618d4a,microsoft,windows-server,benchmark-result,2004,netbench-linux-vs-wintel,Linux 20% less throughput,medium,outcome-linkage,benchmarking,Section I,Microsoft NetBench benchmark shows single Linux image on mainframe has 20% less throughput than Wintel,,,,2004-03-intelitaniummfewp11.doc-618d4a.011,white-paper,low,white-paper
2000-oracle-the-e-business-supply-chain-meeting-cu-r-re-1a72ef-OBS-011,2000-oracle-the-e-business-supply-chain-meeting-cu-r-re-1a72ef,oracle,oracle-ebs,viability-prediction,2000,Oracle e-Business Suite market position prediction,Oracle positioned as comprehensive e-Business supply chain leader over next 5 years,verified,outcome-linkage,expert-opinion,Abstract,Vendor-sponsored prediction; requires independent verification,,,,,white-paper,medium,white-paper
oracleroiwhitepaperprod-7023c3-OBS-016,oracleroiwhitepaperprod-7023c3,,,expert-opinion,2001,durable-competitive-advantage,Best-of-breed cannot deliver durable advantage,high,ingest-extraction,expert-citation,,Michael Porter (HBR March 2001): nearly every company uses same Internet applications; resulting improvements broadly shared; very rarely can companies gain durable advantages from best-of-breed deployment.,,,,,white-paper,high,white-paper
aberdeen-1996-moving-effectively-next-gen-client-server-OBS-008,aberdeen-1996-moving-effectively-next-gen-client-server,,three-tier-architecture,framework-factor,1996,First-gen CADE problem: Process and culture scalability,First-gen CADEs provide little software for scaling development process or automating unfamiliar tasks for training; communication problems increase as square of programmer count,high,ingest-extraction,field-research,Section I,Aberdeen CADE failure mode 1 of 5.,,,,,white-paper,medium,white-paper
dell-ars-wp-2-72fd7f-OBS-031,dell-ars-wp-2-72fd7f,,,expert-opinion,2003,partner-with-specialist,Aberdeen recommends enterprises not leave IT asset disposition to chance or generalists; partner with an end-of-life specialist.,high,ingest-extraction,expert-opinion,p.5,,,,,,white-paper,high,white-paper
2004-03-intelitaniummfewp11.doc-618d4a-OBS-037,2004-03-intelitaniummfewp11.doc-618d4a,,itanium,benchmark-result,2004,xeon-vs-itanium-indifferent,66%,high,ingest-extraction,statistical-analysis,Section III,66% indifferent between Xeon and Itanium; 24% prefer Itanium; 9% prefer Xeon,,,,2004-03-intelitaniummfewp11.doc-618d4a.037,white-paper,low,white-paper
10ibmiss-f66945-OBS-024,10ibmiss-f66945,ibm,ibm-mainframe-zarch,,,,,high,ingest-extraction,,,Downsizing recommendation,,,,10ibmiss-f66945.024,white-paper,high,white-paper
aberdeen-1996-moving-effectively-next-gen-client-server-OBS-017,aberdeen-1996-moving-effectively-next-gen-client-server,gupta-technologies,gupta-centura,framework-factor,1996,Next-gen CADE criterion: Full lifecycle support,"Design (Rational Rose/LogicWorks ERWin links), programming/testing (debugger, incremental compiler), deployment (repository-based), maintenance (SQLConsole integration)",high,ingest-extraction,competitive-profiling,Section II: Full-Lifecycle Support,Next-gen CADE evaluation factor 5 of 7.,,,,,white-paper,medium,white-paper
aberdeen-1996-moving-effectively-next-gen-client-server-OBS-014,aberdeen-1996-moving-effectively-next-gen-client-server,gupta-technologies,gupta-centura,framework-factor,1996,Next-gen CADE criterion: Application partitioning,Client-server partition via drag-and-drop VPE; Centura Application Server targeted at 2-tier and 3-tier partitioning,high,ingest-extraction,competitive-profiling,Section II: Application Partitioning,Next-gen CADE evaluation factor 2 of 7.,,,,,white-paper,medium,white-paper
dell-ars-white-paper-prod-7-11m-c60434-OBS-014,dell-ars-white-paper-prod-7-11m-c60434,,,benchmark-result,2003,Recycling cost component (de-manufacturing) per device,$48 per unit,medium,ingest-extraction,cost-model,2,Part of the 7-step end-of-life cost breakdown,,,,,white-paper,medium,white-paper
1997-teamsap-a3591b-OBS-005,1997-teamsap-a3591b,sap-ag,acceleratedsap,strategy-classification,1997,AcceleratedSAP program types,AcceleratedSAP Partner; Powered By AcceleratedSAP (Global Logo); Certified Business Solutions (sub-$200M revenue),high,ingest-extraction,document-review,Processes,Three-tier certification model for implementation partners,,,,,white-paper,high,white-paper
midline-storage-white-paper-jun2003-OBS-040,midline-storage-white-paper-jun2003,aberdeen-group,,actual-outcome,2010,Industry lexicon adoption outcome,Aberdeen's 4 Pools lexicon (Online Midline Nearline Offline) became industry standard terminology; 'nearline' storage remains standard enterprise storage vocabulary,verified,web-source,web-verification,N/A,Actual outcome: lexicon creation succeeded; 'nearline' in particular persists in enterprise storage discussions,,,,,white-paper,high,white-paper
carepo-kastner-unicenter-jasmine-1996-1d5ffe-OBS-005,carepo-kastner-unicenter-jasmine-1996-1d5ffe,computer-associates,ca-unicenter,strategic-recommendation,1997,isv-instrumentation-program,instrument name-brand first-tier business apps for Unicenter management,high,ingest-extraction,eo,p.1,Calls out SAP R/3 as first step; advocates paying chosen ISVs for demand pull-through,,,,,white-paper,medium,white-paper
planningforemergingindustry-6-40decb-OBS-013,planningforemergingindustry-6-40decb,,memory-mirroring,viability-prediction,2003,mainframe-ras-to-ia,"Aberdeen expects mainframe-class memory technologies (memory mirroring, spare memory, memory scrubbing) to migrate from high-end Itanium 2 down to multiprocessor and volume servers in 2004.",partially-verified,outcome-linkage,industry-analysis,p4,[UNVERIFIED] actual-outcome paired.,,,,,white-paper,high,white-paper
carepo-kastner-unicenter-jasmine-1996-1d5ffe-OBS-004,carepo-kastner-unicenter-jasmine-1996-1d5ffe,computer-associates,ca-unicenter,strategic-recommendation,1997,core-message-pillars,"Measure, Secure, Adapt, Manage",high,ingest-extraction,eo,p.1,Four-pillar message architecture for CIO audience,,,,,white-paper,medium,white-paper
ft-mitfor~1-a56a9d-OBS-018,ft-mitfor~1-a56a9d,,systems-management-software,viability-prediction,1995,Future HA improvement driver,Most future availability improvements will depend on system software enabling application failover without dramatic cost/complexity increase,verified,outcome-linkage,expert-opinion,slide 14,Aberdeen Group conclusion,,,,,white-paper,high,white-paper
the-business-value-in-it-outsourcing-7d5f23-OBS-001,the-business-value-in-it-outsourcing-7d5f23,aberdeen-group,,expert-opinion,2006,Primary IT outsourcing drivers (ranked),1. Core competency focus; 2. Cost savings; 3. IT resource constraints; 4. Time-to-market; 5. Culture wars,high,ingest-extraction,quantitative-tracking-2004-2006,1,Aberdeen tracked IT planning issues quantitatively since 2004; 5 major outsourcing drivers identified.,,,,,white-paper,high,white-paper
aberdeen-1996-evaluating-system36-migration-strategies-OBS-015,aberdeen-1996-evaluating-system36-migration-strategies,ibm,ibm-advanced-36,framework-factor,1996,Migration criteria 1: Lowest capital cost,"Priority #1 for System/36 owners; Advanced 36 rated Best, AS/400 Acceptable, PC-LAN Unacceptable",high,ingest-extraction,field-research,Evaluating the Options / Table 3,Criteria 1 of 5 migration decision framework,,,,,white-paper,high,white-paper
2003-dell-ars-white-paper-53d13d-OBS-025,2003-dell-ars-white-paper-53d13d,digital-equipment-corporation,data-mining,technology-assessment,2003,ars_minimum_volume,40 units,high,ingest-extraction,vendor,1,Dell ARS designed for enterprise customers with minimum 40 computer assets to dispose of,,,,2003-dell-ars-white-paper-53d13d.025,white-paper,high,white-paper
real-time-billing-for-internet-protocol--5ef746-OBS-001,real-time-billing-for-internet-protocol--5ef746,peter-s-kastner,cmb-system,expert-opinion,1998,Real-time billing imperative,"The Internet is truly a dog-eat-dog competitive world. We just can't use the technology that we used to in the past. Because of that, all of our traditional infrastructure things like billing, that used to work fine on a 30- or 45-day cycle, don't work any more.",high,ingest-extraction,expert-opinion,p1,Kastner as chief research officer Aberdeen; pre-broadband framing,,,,,white-paper,high,white-paper
oracle-wp-prod-6-a42b4b-OBS-005,oracle-wp-prod-6-a42b4b,,erp,framework-factor,2001,integration-lag,Integrated enterprise application suites lag 2-3 years behind stand-alone point vendors in delivering new functionality; takes up to 3 years to reach functional parity; but when they arrive they have higher business-process integration.,high,ingest-extraction,industry-analysis,business-effects,,,,,,white-paper,high,white-paper
2003-dell-ars-white-paper-53d13d-OBS-007,2003-dell-ars-white-paper-53d13d,digital-equipment-corporation,data-mining,benchmark-result,2003,annual_savings_3000_units,$1M+,high,outcome-linkage,calc,1,"Organizations disposing 3,000+ PCs annually can save over $1 million/year with asset recovery program vs DIY",,,,2003-dell-ars-white-paper-53d13d.007,white-paper,high,white-paper
aberdeen-1997-picks-right-tools-year-2000-OBS-002,aberdeen-1997-picks-right-tools-year-2000,,legacy-mainframe-apps,market-data,1997,Large enterprise Y2K manual checking effort,"Over 1,000 person-years to manually check the 200 million lines of code in a typical large enterprise",medium,ingest-extraction,expert-opinion,p.1,Justifies automation tools; scale argument,,,,,white-paper,medium,white-paper
mid-line-storage-white-paper-06-13-03-3-7a2c62-OBS-009,mid-line-storage-white-paper-06-13-03-3-7a2c62,aberdeen-group,magnetic-tape,market-finding,2003,backup_window_problem,>80%,high,ingest-extraction,primary-survey,8,Over four-fifths said off-line backups create backup window length problems,,,,mid-line-storage-white-paper-06-13-03-3-7a2c62-009,white-paper,high,white-paper
portal-99-fe5656-OBS-012,portal-99-fe5656,cisco,cisco-netflow,competitive-position,1999,Cisco-Portal metered billing partnership,"Portal-Cisco development of metered billing applications using Cisco Netflow technology; plus IP telephony gateway support (VocalTec, Skywave)",high,ingest-extraction,industry-analysis,Alliances Partnerships,,,,,,white-paper,high,white-paper
aberdeen-1996-computer-telephony-integration-OBS-009,aberdeen-1996-computer-telephony-integration,informix,object-relational-rdbms,viability-prediction,1996,Informix Illustra object-relational merger timeline,Informix + Illustra DataBlades object-relational solution to be merged by 1997,verified,outcome-linkage,industry-analysis,State of the Art: RDBMSs,Informix acquired Illustra in 1995; Aberdeen predicts integration by 1997,,,,,white-paper,high,white-paper
oracleroiwhitepaperprod-7023c3-OBS-008,oracleroiwhitepaperprod-7023c3,,,benchmark-result,2001,beneficial-life-it-integration-pct,More than 50%,high,ingest-extraction,case-study,,Beneficial Life (Oracle customer): more than 50% of IT staff involved in new product customization including integration.,,,,,white-paper,high,white-paper
mid-line-storage-white-paper-06-13-03-3-7a2c62-OBS-025,mid-line-storage-white-paper-06-13-03-3-7a2c62,aberdeen-group,data-warehouse,use-case,2003,data_warehouse_midline_applicability,"High — query intensive, primarily sequential reads; cost-per-GB compelling",high,ingest-extraction,document-extraction,11,Data warehouse/data mart applications highly suitable for mid-line; may expand market by reducing DW costs,,,,mid-line-storage-white-paper-06-13-03-3-7a2c62-025,white-paper,high,white-paper
