LAYER A failures (by study)
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/1996-sequent-38f0b1
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/1997-dynaflo-systems----e-mail-for-the-b-854582
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/1998as400-1-146289
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/2001-hp-compaq-kastner-insight1-d6dc38
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/2003-intel-consumer-lt-10-5-8c346e
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/2004-03-intelitaniummfewp11.doc-618d4a
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/2004-05dell-storage-profile-editpk-05170-3c00b1
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/2006-unisyswipro-rs-3747-a7e31e
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')

kastner-author/2010-intel-ia-continuum-wp-1-2-fc5653
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/2010-intel-vpro-daily-globe-6f615e
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/aberdeen-managing-is-amidst-it-chaos-lan-05ea75
  studies.csv: enum row 2: importance='moderate'
  studies.csv: enum row 2: prescience='moderate'
  observations.csv: enum row 6: confidence='moderate'

kastner-author/aberdeen-open-online-transaction-process-ea272f
  studies.csv: enum row 2: importance='moderate'
  studies.csv: enum row 2: prescience='moderate'

kastner-author/amd-profile01-64e43b
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/auditor-report-4-43ad9b
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/cab199-1-2-0cb163
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/cacustsell98-3b53c6
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: column-count FAIL (header has 5 cols, expected 9)
  technologies.csv: header FAIL (col 1: got 'name', want 'tech_name')

kastner-author/caprop1-98-5d69fd
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')

kastner-author/caprop99-86144f
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')

kastner-author/computerworld-ilm-article-15f604
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/copy-of-hp-camera-lab-journal-prod-c103f6
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/dct-oct.-4-hot-topic-b61c0d
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/dectp92-0ca51c
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')

kastner-author/dell-ars-white-paper-prod-7-11m-c60434
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/dell-sd2-final-d6e78c
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/desktop-virtualization-roi---aberdeen-8fa168
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/docucorp-3c562a
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: column-count FAIL (header has 5 cols, expected 9)
  technologies.csv: header FAIL (col 1: got 'name', want 'tech_name')

kastner-author/dubtech-1996-29d4f9
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/ft-mitfor~1-a56a9d
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')

kastner-author/goremote-profile-5-2a-8fa814
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/hp-can-boost-soa-offerings-with-acquisit-48e07e
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/hp-compaq-kastner-insight1-a5a4e0
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/hptpc92-2fd423
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')

kastner-author/ibm-+-webify-=-industry-soa-application--97733a
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/ibm-rs6000-midran~1-88f049
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')

kastner-author/ibmramp95-9ffc12
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')

kastner-author/ibmrs6k-05561e
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')

kastner-author/ibmtpc92-c32789
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')

kastner-author/iha-full-report---draft-jul-28-41de81
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/intel-2010-vpro-daily-globe-42697e
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/intel-centrino-pk-8ecf9a
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/intel-consumer-lt-10-5-03-580af7
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/intel-ia2004-pk4-kc-edits-de9c37
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/intel-infiband-wp--edit-psk-5-22f-a2c551
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/intelitaniummfewp1[1]-773ea2
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/it-budget-realities-benchmark-1b1313
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/kastner-ie-v-andersen-expert-report-3de98a
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: column-count FAIL (header has 7 cols, expected 9)
  entities.csv: header FAIL (col 3: got 'status', want 'sector')
  technologies.csv: column-count FAIL (header has 6 cols, expected 9)
  technologies.csv: header FAIL (col 3: got 'lifecycle_at_study', want 'vendor')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/kastner-tandem-topgun-et1-analysis-1987--a3a09c
  studies.csv: enum row 2: prescience='moderate'
  observations.csv: enum row 4: confidence='moderate'

kastner-author/ma-unisyswipro-rs-3747-36dd33
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/management-skills-learned-1969-3e75d0
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/marathon-d186ab
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/mirror-image-profile-v2-(050404)-e7eb95
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/mirror-image-profile-v2-050404-97e2a6
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/nti-11-distributed-midrange-servers-1993-dedd19
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/nti-12-client-server-goals-1993-15a519
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/nti-2-open-systems-1dd3af
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/nti-3-pc-and-ws-1993-17d49b
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/nti-4-nextgen-os-timing-1993-a45049
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/nti-5-development-toolsets-0e71c5
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/nti-6-rdbms-technology-48f4aa
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/nti-9-mainframe-role-1993-77fc40
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
